Year,Month,Location,Type,Employment
2016,July,Vermont,"Other services, except public administration supersector",9244.0
2016,July,Vermont,Unspecified industry supersector,
2016,July,Vermont,Federal Government,6978.0
2016,July,Vermont,State government,16124.0
2016,July,Vermont,Local government,23816.0
2017,July,Vermont,Total Covered -  all ownerships,
2017,July,Vermont,Private ownership,
2017,July,Vermont,Goods Producing domain,
2017,July,Vermont,Natural Resources and Mining supersector,
2017,July,Vermont,"Agriculture, forestry, fishing and hunting",
2017,July,Vermont,Mining,
2017,July,Vermont,Construction supersector,
2017,July,Vermont,Manufacturing supersector,
2017,July,Vermont,Durable Goods manufacturing,
2017,July,Vermont,Non-Durable Goods manufacturing,
2017,July,Vermont,Service Providing domain,
2017,July,Vermont,"Trade, Transportation, and Utilities supersector",
2017,July,Vermont,Wholesale trade,
2017,July,Vermont,Retail trade,
2017,July,Vermont,Transportation and warehousing,
2017,July,Vermont,Utilities,
2017,July,Vermont,Information supersector,
2017,July,Vermont,Financial Activities supersector,
2017,July,Vermont,Finance and insurance,
2017,July,Vermont,Real estate and rental and leasing,
2017,July,Vermont,Professional and Business Services supersector,
2017,July,Vermont,Professional and technical services,
2017,July,Vermont,Management of companies and enterprises,
2017,July,Vermont,Administrative and waste services,
2017,July,Vermont,Education and Health Services supersector,
2017,July,Vermont,Educational services,
2017,July,Vermont,Health care and social assistance,
2017,July,Vermont,Leisure and Hospitality supersector,
2017,July,Vermont,"Arts, entertainment, and recreation",
2017,July,Vermont,Accommodation and food services,
2017,July,Vermont,"Other services, except public administration supersector",
2017,July,Vermont,Unspecified industry supersector,
2017,July,Vermont,Federal Government,
2017,July,Vermont,State government,
2017,July,Vermont,Local government,
2000,June,Vermont,Total Covered -  all ownerships,301424.0
2000,June,Vermont,Private ownership,252850.0
2000,June,Vermont,Goods Producing domain,67019.0
2000,June,Vermont,Natural Resources and Mining supersector,3469.0
2000,June,Vermont,"Agriculture, forestry, fishing and hunting",2474.0
2000,June,Vermont,Mining,995.0
2000,June,Vermont,Construction supersector,16407.0
2000,June,Vermont,Manufacturing supersector,47143.0
2000,June,Vermont,Durable Goods manufacturing,34200.0
2000,June,Vermont,Non-Durable Goods manufacturing,12943.0
2000,June,Vermont,Service Providing domain,185831.0
2000,June,Vermont,"Trade, Transportation, and Utilities supersector",58428.0
2000,June,Vermont,Wholesale trade,10012.0
2000,June,Vermont,Retail trade,39842.0
2000,June,Vermont,Transportation and warehousing,6859.0
2000,June,Vermont,Utilities,1715.0
2000,June,Vermont,Information supersector,6942.0
2000,June,Vermont,Financial Activities supersector,12877.0
2000,June,Vermont,Finance and insurance,9723.0
2000,June,Vermont,Real estate and rental and leasing,3154.0
2000,June,Vermont,Professional and Business Services supersector,21768.0
2000,June,Vermont,Professional and technical services,12411.0
2000,June,Vermont,Management of companies and enterprises,301.0
2000,June,Vermont,Administrative and waste services,9056.0
2000,June,Vermont,Education and Health Services supersector,42246.0
2000,June,Vermont,Educational services,8040.0
2000,June,Vermont,Health care and social assistance,34206.0
2000,June,Vermont,Leisure and Hospitality supersector,33186.0
2000,June,Vermont,"Arts, entertainment, and recreation",3727.0
2000,June,Vermont,Accommodation and food services,29459.0
2000,June,Vermont,"Other services, except public administration supersector",10384.0
2000,June,Vermont,Unspecified industry supersector,
2000,June,Vermont,Federal Government,6204.0
2000,June,Vermont,State government,14770.0
2000,June,Vermont,Local government,27600.0
2001,June,Vermont,Total Covered -  all ownerships,303212.0
2001,June,Vermont,Private ownership,253481.0
2001,June,Vermont,Goods Producing domain,66410.0
2001,June,Vermont,Natural Resources and Mining supersector,3425.0
2001,June,Vermont,"Agriculture, forestry, fishing and hunting",2455.0
2001,June,Vermont,Mining,970.0
2001,June,Vermont,Construction supersector,16665.0
2001,June,Vermont,Manufacturing supersector,46320.0
2001,June,Vermont,Durable Goods manufacturing,34179.0
2001,June,Vermont,Non-Durable Goods manufacturing,12141.0
2001,June,Vermont,Service Providing domain,187071.0
2001,June,Vermont,"Trade, Transportation, and Utilities supersector",58592.0
2001,June,Vermont,Wholesale trade,10048.0
2001,June,Vermont,Retail trade,40045.0
2001,June,Vermont,Transportation and warehousing,6832.0
2001,June,Vermont,Utilities,1667.0
2001,June,Vermont,Information supersector,6793.0
2001,June,Vermont,Financial Activities supersector,13079.0
2001,June,Vermont,Finance and insurance,9918.0
2001,June,Vermont,Real estate and rental and leasing,3161.0
2001,June,Vermont,Professional and Business Services supersector,21559.0
2001,June,Vermont,Professional and technical services,12591.0
2001,June,Vermont,Management of companies and enterprises,321.0
2001,June,Vermont,Administrative and waste services,8647.0
2001,June,Vermont,Education and Health Services supersector,43977.0
2001,June,Vermont,Educational services,8442.0
2001,June,Vermont,Health care and social assistance,35535.0
2001,June,Vermont,Leisure and Hospitality supersector,32667.0
2001,June,Vermont,"Arts, entertainment, and recreation",3936.0
2001,June,Vermont,Accommodation and food services,28731.0
2001,June,Vermont,"Other services, except public administration supersector",10404.0
2001,June,Vermont,Unspecified industry supersector,
2001,June,Vermont,Federal Government,5763.0
2001,June,Vermont,State government,15558.0
2001,June,Vermont,Local government,28410.0
2002,June,Vermont,Total Covered -  all ownerships,300473.0
2002,June,Vermont,Private ownership,250048.0
2002,June,Vermont,Goods Producing domain,60808.0
2002,June,Vermont,Natural Resources and Mining supersector,3364.0
2002,June,Vermont,"Agriculture, forestry, fishing and hunting",2454.0
2002,June,Vermont,Mining,910.0
2002,June,Vermont,Construction supersector,15964.0
2002,June,Vermont,Manufacturing supersector,41480.0
2002,June,Vermont,Durable Goods manufacturing,29973.0
2002,June,Vermont,Non-Durable Goods manufacturing,11507.0
2002,June,Vermont,Service Providing domain,189240.0
2002,June,Vermont,"Trade, Transportation, and Utilities supersector",58980.0
2002,June,Vermont,Wholesale trade,10045.0
2002,June,Vermont,Retail trade,40334.0
2002,June,Vermont,Transportation and warehousing,6869.0
2002,June,Vermont,Utilities,1732.0
2002,June,Vermont,Information supersector,6713.0
2002,June,Vermont,Financial Activities supersector,12966.0
2002,June,Vermont,Finance and insurance,9754.0
2002,June,Vermont,Real estate and rental and leasing,3212.0
2002,June,Vermont,Professional and Business Services supersector,20920.0
2002,June,Vermont,Professional and technical services,12342.0
2002,June,Vermont,Management of companies and enterprises,311.0
2002,June,Vermont,Administrative and waste services,8267.0
2002,June,Vermont,Education and Health Services supersector,46622.0
2002,June,Vermont,Educational services,8544.0
2002,June,Vermont,Health care and social assistance,38078.0
2002,June,Vermont,Leisure and Hospitality supersector,33129.0
2002,June,Vermont,"Arts, entertainment, and recreation",4425.0
2002,June,Vermont,Accommodation and food services,28704.0
2002,June,Vermont,"Other services, except public administration supersector",9910.0
2002,June,Vermont,Unspecified industry supersector,
2002,June,Vermont,Federal Government,5878.0
2002,June,Vermont,State government,14906.0
2002,June,Vermont,Local government,29641.0
2003,June,Vermont,Total Covered -  all ownerships,298477.0
2003,June,Vermont,Private ownership,247340.0
2003,June,Vermont,Goods Producing domain,57841.0
2003,June,Vermont,Natural Resources and Mining supersector,3262.0
2003,June,Vermont,"Agriculture, forestry, fishing and hunting",2420.0
2003,June,Vermont,Mining,842.0
2003,June,Vermont,Construction supersector,16618.0
2003,June,Vermont,Manufacturing supersector,37961.0
2003,June,Vermont,Durable Goods manufacturing,27267.0
2003,June,Vermont,Non-Durable Goods manufacturing,10694.0
2003,June,Vermont,Service Providing domain,189499.0
2003,June,Vermont,"Trade, Transportation, and Utilities supersector",58208.0
2003,June,Vermont,Wholesale trade,10318.0
2003,June,Vermont,Retail trade,39439.0
2003,June,Vermont,Transportation and warehousing,6698.0
2003,June,Vermont,Utilities,1753.0
2003,June,Vermont,Information supersector,6580.0
2003,June,Vermont,Financial Activities supersector,13130.0
2003,June,Vermont,Finance and insurance,9932.0
2003,June,Vermont,Real estate and rental and leasing,3198.0
2003,June,Vermont,Professional and Business Services supersector,21007.0
2003,June,Vermont,Professional and technical services,12318.0
2003,June,Vermont,Management of companies and enterprises,284.0
2003,June,Vermont,Administrative and waste services,8405.0
2003,June,Vermont,Education and Health Services supersector,48742.0
2003,June,Vermont,Educational services,8678.0
2003,June,Vermont,Health care and social assistance,40064.0
2003,June,Vermont,Leisure and Hospitality supersector,32202.0
2003,June,Vermont,"Arts, entertainment, and recreation",4325.0
2003,June,Vermont,Accommodation and food services,27877.0
2003,June,Vermont,"Other services, except public administration supersector",9630.0
2003,June,Vermont,Unspecified industry supersector,
2003,June,Vermont,Federal Government,6241.0
2003,June,Vermont,State government,15026.0
2003,June,Vermont,Local government,29870.0
2004,June,Vermont,Total Covered -  all ownerships,302691.0
2004,June,Vermont,Private ownership,252233.0
2004,June,Vermont,Goods Producing domain,58913.0
2004,June,Vermont,Natural Resources and Mining supersector,3378.0
2004,June,Vermont,"Agriculture, forestry, fishing and hunting",2562.0
2004,June,Vermont,Mining,816.0
2004,June,Vermont,Construction supersector,18246.0
2004,June,Vermont,Manufacturing supersector,37289.0
2004,June,Vermont,Durable Goods manufacturing,26702.0
2004,June,Vermont,Non-Durable Goods manufacturing,10587.0
2004,June,Vermont,Service Providing domain,193320.0
2004,June,Vermont,"Trade, Transportation, and Utilities supersector",59037.0
2004,June,Vermont,Wholesale trade,10278.0
2004,June,Vermont,Retail trade,40229.0
2004,June,Vermont,Transportation and warehousing,6814.0
2004,June,Vermont,Utilities,1716.0
2004,June,Vermont,Information supersector,6436.0
2004,June,Vermont,Financial Activities supersector,13159.0
2004,June,Vermont,Finance and insurance,9829.0
2004,June,Vermont,Real estate and rental and leasing,3330.0
2004,June,Vermont,Professional and Business Services supersector,21673.0
2004,June,Vermont,Professional and technical services,12687.0
2004,June,Vermont,Management of companies and enterprises,319.0
2004,June,Vermont,Administrative and waste services,8667.0
2004,June,Vermont,Education and Health Services supersector,50139.0
2004,June,Vermont,Educational services,8599.0
2004,June,Vermont,Health care and social assistance,41540.0
2004,June,Vermont,Leisure and Hospitality supersector,33277.0
2004,June,Vermont,"Arts, entertainment, and recreation",4332.0
2004,June,Vermont,Accommodation and food services,28945.0
2004,June,Vermont,"Other services, except public administration supersector",9599.0
2004,June,Vermont,Unspecified industry supersector,
2004,June,Vermont,Federal Government,6260.0
2004,June,Vermont,State government,15465.0
2004,June,Vermont,Local government,28733.0
2005,June,Vermont,Total Covered -  all ownerships,304359.0
2005,June,Vermont,Private ownership,253196.0
2005,June,Vermont,Goods Producing domain,58867.0
2005,June,Vermont,Natural Resources and Mining supersector,3310.0
2005,June,Vermont,"Agriculture, forestry, fishing and hunting",2565.0
2005,June,Vermont,Mining,745.0
2005,June,Vermont,Construction supersector,18331.0
2005,June,Vermont,Manufacturing supersector,37226.0
2005,June,Vermont,Durable Goods manufacturing,26694.0
2005,June,Vermont,Non-Durable Goods manufacturing,10532.0
2005,June,Vermont,Service Providing domain,194329.0
2005,June,Vermont,"Trade, Transportation, and Utilities supersector",59430.0
2005,June,Vermont,Wholesale trade,10073.0
2005,June,Vermont,Retail trade,40673.0
2005,June,Vermont,Transportation and warehousing,6980.0
2005,June,Vermont,Utilities,1704.0
2005,June,Vermont,Information supersector,6242.0
2005,June,Vermont,Financial Activities supersector,13115.0
2005,June,Vermont,Finance and insurance,9736.0
2005,June,Vermont,Real estate and rental and leasing,3379.0
2005,June,Vermont,Professional and Business Services supersector,22265.0
2005,June,Vermont,Professional and technical services,12826.0
2005,June,Vermont,Management of companies and enterprises,324.0
2005,June,Vermont,Administrative and waste services,9115.0
2005,June,Vermont,Education and Health Services supersector,50672.0
2005,June,Vermont,Educational services,8746.0
2005,June,Vermont,Health care and social assistance,41926.0
2005,June,Vermont,Leisure and Hospitality supersector,33196.0
2005,June,Vermont,"Arts, entertainment, and recreation",4444.0
2005,June,Vermont,Accommodation and food services,28752.0
2005,June,Vermont,"Other services, except public administration supersector",9409.0
2005,June,Vermont,Unspecified industry supersector,
2005,June,Vermont,Federal Government,6117.0
2005,June,Vermont,State government,15590.0
2005,June,Vermont,Local government,29456.0
2006,June,Vermont,Total Covered -  all ownerships,307955.0
